INDEX PR_0 PR_1 PR_2
chr10_18101078_18101278_MACS_peak_2946 0.9821 0.0000 0.0179
chr10_18176715_18177089_MACS_peak_2947 0.8214 0.0000 0.1786
chr10_18234645_18235495_MACS_peak_2948 0.4643 0.0179 0.5179
chr10_18234744_18235441_MACS_peak_1385 0.4643 0.0179 0.5179
chr10_18319041_18319419_MACS_peak_2950 0.8393 0.0714 0.0893
chr10_18407271_18407840_MACS_peak_1387 0.9821 0.0179 0.0000
chr10_18423231_18423431_MACS_peak_2952 0.9107 0.0714 0.0179
chr10_18423628_18424009_MACS_peak_2953 0.8393 0.0357 0.1250
chr10_18430151_18430462_MACS_peak_2954 0.8571 0.0000 0.1429
chr10_18431194_18431468_MACS_peak_2955 0.9107 0.0536 0.0357
chr10_18508717_18508950_MACS_peak_1389 1.0000 0.0000 0.0000
chr10_18514081_18514281_MACS_peak_2957 0.9464 0.0000 0.0536
chr10_18527427_18527664_MACS_peak_1390 1.0000 0.0000 0.0000
chr10_18527968_18528195_MACS_peak_1391 1.0000 0.0000 0.0000
chr10_18528683_18528883_MACS_peak_2958 0.7857 0.1429 0.0714
chr10_18664873_18665158_MACS_peak_1392 0.9821 0.0000 0.0179
chr10_18743637_18743896_MACS_peak_2959 0.9107 0.0536 0.0357
chr10_18826278_18826520_MACS_peak_2960 0.9286 0.0000 0.0714
chr10_18844968_18845373_MACS_peak_2961 0.6964 0.0714 0.2321
chr10_18917155_18917494_MACS_peak_1394 0.9821 0.0179 0.0000
chr10_18953257_18953578_MACS_peak_1395 1.0000 0.0000 0.0000
chr10_19014511_19014711_MACS_peak_1396 0.9107 0.0536 0.0357
chr10_19014705_19015014_MACS_peak_2963 0.8571 0.0714 0.0714
chr10_19015179_19015730_MACS_peak_1397 0.6964 0.0893 0.2143
chr10_19015241_19015598_MACS_peak_2964 0.7143 0.0714 0.2143
chr10_19046156_19046395_MACS_peak_2965 0.9643 0.0000 0.0357
chr10_19062092_19062823_MACS_peak_1398 0.6429 0.0893 0.2679
chr10_19062283_19062854_MACS_peak_2966 0.6607 0.0893 0.2500
chr10_19067037_19067301_MACS_peak_2967 0.8929 0.0000 0.1071
chr10_19094284_19094654_MACS_peak_1399 0.9286 0.0357 0.0357
chr10_19104573_19105059_MACS_peak_1400 1.0000 0.0000 0.0000
chr10_19167982_19168194_MACS_peak_2969 0.8214 0.0893 0.0893
chr10_19186068_19186268_MACS_peak_2970 0.9464 0.0000 0.0536
chr10_19188287_19188795_MACS_peak_1402 0.9821 0.0179 0.0000
chr10_19240144_19240428_MACS_peak_1404 0.9643 0.0000 0.0357
chr10_19321709_19322233_MACS_peak_1405 1.0000 0.0000 0.0000
chr10_19373897_19374097_MACS_peak_1408 1.0000 0.0000 0.0000
chr10_19483215_19483418_MACS_peak_1409 0.8929 0.1071 0.0000
chr10_19584081_19584455_MACS_peak_1410 0.9464 0.0179 0.0357
chr10_19591465_19592167_MACS_peak_2972 0.4286 0.0179 0.5536
chr10_19591590_19592127_MACS_peak_1411 0.4286 0.0536 0.5179
chr10_19691822_19692182_MACS_peak_2974 0.8750 0.0536 0.0714
chr10_19691880_19692182_MACS_peak_1413 0.8750 0.0536 0.0714
chr10_19718706_19718933_MACS_peak_2975 0.8750 0.0536 0.0714
chr10_19815410_19815730_MACS_peak_2976 0.8929 0.0179 0.0893
chr10_19820827_19821029_MACS_peak_2977 0.4286 0.3929 0.1786
chr10_19891759_19892019_MACS_peak_2979 0.9286 0.0179 0.0536
chr10_19907171_19907770_MACS_peak_2980 0.8036 0.0179 0.1786
chr10_19907306_19907831_MACS_peak_1416 0.8393 0.0000 0.1607
chr10_19915441_19915651_MACS_peak_2981 0.9464 0.0000 0.0536
chr10_19939239_19939587_MACS_peak_2983 0.7321 0.0357 0.2321
chr10_20036397_20036731_MACS_peak_2988 0.8214 0.0714 0.1071
chr10_20058910_20059219_MACS_peak_2989 0.9107 0.0000 0.0893
chr10_20104494_20105055_MACS_peak_2990 0.8571 0.0179 0.1250
chr10_20112203_20112472_MACS_peak_2991 0.9107 0.0357 0.0536
chr10_20125317_20125569_MACS_peak_2992 0.8929 0.0179 0.0893
chr10_20257851_20258353_MACS_peak_1423 1.0000 0.0000 0.0000
chr10_20266969_20267176_MACS_peak_1424 0.9821 0.0179 0.0000
chr10_20311942_20312745_MACS_peak_1425 0.5536 0.1071 0.3393
chr10_20312022_20312589_MACS_peak_3000 0.5714 0.0893 0.3393
chr10_20313014_20313247_MACS_peak_3001 0.7500 0.1071 0.1429
chr10_20347569_20348038_MACS_peak_3002 0.8214 0.0000 0.1786
chr10_20347622_20348014_MACS_peak_1426 0.8214 0.0179 0.1607
chr10_20363939_20364144_MACS_peak_3003 0.9643 0.0179 0.0179
chr10_20882737_20882980_MACS_peak_3008 0.8393 0.1250 0.0357
chr10_20952430_20952894_MACS_peak_1427 0.7321 0.0357 0.2321
chr10_20966247_20966483_MACS_peak_1428 0.9464 0.0000 0.0536
chr10_20966249_20966449_MACS_peak_3010 0.9464 0.0000 0.0536
chr10_20995318_20995642_MACS_peak_3011 0.8571 0.0357 0.1071
chr10_21048897_21049157_MACS_peak_1429 1.0000 0.0000 0.0000
chr10_21055629_21055829_MACS_peak_3014 0.8036 0.0893 0.1071
chr10_21065619_21065819_MACS_peak_1430 1.0000 0.0000 0.0000
chr10_21065857_21066170_MACS_peak_1431 0.9821 0.0000 0.0179
chr10_21076867_21077365_MACS_peak_1432 0.9643 0.0000 0.0357
chr10_21077575_21077854_MACS_peak_1433 1.0000 0.0000 0.0000
chr10_21100804_21101030_MACS_peak_1435 0.9821 0.0000 0.0179
chr10_21109683_21109883_MACS_peak_3015 0.8036 0.1786 0.0179
chr10_21196674_21196898_MACS_peak_1438 0.9107 0.0357 0.0536
chr10_21219106_21219416_MACS_peak_3020 0.9464 0.0000 0.0536
chr10_21221435_21221768_MACS_peak_3021 0.9107 0.0179 0.0714
chr10_21251919_21252119_MACS_peak_1441 1.0000 0.0000 0.0000
chr10_21252205_21252557_MACS_peak_1442 1.0000 0.0000 0.0000
chr10_21465519_21465764_MACS_peak_1444 0.9464 0.0179 0.0357
chr10_21504539_21504786_MACS_peak_1445 0.9821 0.0000 0.0179
chr10_21685312_21685512_MACS_peak_1446 1.0000 0.0000 0.0000
chr10_21941386_21941587_MACS_peak_3029 0.9821 0.0000 0.0179
chr10_21994124_21994324_MACS_peak_3030 0.9464 0.0536 0.0000
chr10_21994485_21994811_MACS_peak_1448 0.9464 0.0536 0.0000
chr10_22058683_22058896_MACS_peak_1449 1.0000 0.0000 0.0000
chr10_22148480_22148680_MACS_peak_1451 0.8036 0.1429 0.0536
chr10_22148481_22149073_MACS_peak_3032 0.6607 0.0893 0.2500
chr10_22149035_22149330_MACS_peak_1452 0.8214 0.1607 0.0179
chr10_22206426_22206628_MACS_peak_3033 0.4643 0.2857 0.2500
chr10_22212468_22212669_MACS_peak_3034 0.9107 0.0179 0.0714
chr10_22223480_22223898_MACS_peak_3035 0.7143 0.1250 0.1607
chr10_22396663_22396863_MACS_peak_3038 0.9286 0.0714 0.0000
chr10_22413742_22414100_MACS_peak_3039 0.8036 0.0714 0.1250
chr10_22618900_22619158_MACS_peak_3040 0.9643 0.0000 0.0357
chr10_22645141_22645341_MACS_peak_3042 0.7143 0.2857 0.0000
chr10_22658798_22658998_MACS_peak_3043 0.9286 0.0714 0.0000
chr10_22730975_22732187_MACS_peak_3045 0.5536 0.0536 0.3929
chr10_22731217_22731662_MACS_peak_1453 0.6786 0.1607 0.1607
chr10_23349966_23350179_MACS_peak_1454 0.9643 0.0357 0.0000
chr10_23349985_23350185_MACS_peak_3046 0.9643 0.0357 0.0000
chr10_23754731_23754932_MACS_peak_3048 0.7500 0.1964 0.0536
chr10_23786971_23787498_MACS_peak_1455 0.7500 0.0714 0.1786
chr10_23787144_23787520_MACS_peak_3049 0.7500 0.0893 0.1607
chr10_23920880_23921216_MACS_peak_3051 0.9821 0.0000 0.0179
chr10_24149125_24149453_MACS_peak_1456 0.8214 0.0714 0.1071
chr10_24149264_24149606_MACS_peak_3052 0.8214 0.0536 0.1250
chr10_24173665_24173988_MACS_peak_3053 0.9107 0.0357 0.0536
chr10_24291578_24291920_MACS_peak_3056 0.9107 0.0000 0.0893
chr10_24595558_24595758_MACS_peak_1458 0.9821 0.0179 0.0000
chr10_24718085_24718303_MACS_peak_3060 0.9464 0.0179 0.0357
chr10_24789819_24790019_MACS_peak_1461 1.0000 0.0000 0.0000
chr10_24869816_24870358_MACS_peak_1462 0.7143 0.0179 0.2679
chr10_24869828_24870186_MACS_peak_3063 0.7321 0.0357 0.2321
chr10_25114511_25114741_MACS_peak_1463 1.0000 0.0000 0.0000
chr10_25118949_25119418_MACS_peak_3064 0.7321 0.0714 0.1964
chr10_25181502_25181756_MACS_peak_3065 0.9643 0.0000 0.0357
chr10_25268598_25268852_MACS_peak_3067 0.9286 0.0179 0.0536
chr10_25359333_25359541_MACS_peak_3070 0.8571 0.0893 0.0536
chr10_25366783_25367098_MACS_peak_3072 0.9107 0.0179 0.0714
chr10_25426175_25426510_MACS_peak_1467 0.9821 0.0179 0.0000
chr10_25434506_25434902_MACS_peak_3073 0.8393 0.0179 0.1429
chr10_25457195_25457551_MACS_peak_1469 0.9821 0.0000 0.0179
chr10_26333008_26333208_MACS_peak_1471 1.0000 0.0000 0.0000
chr10_26372918_26373197_MACS_peak_3075 0.9286 0.0000 0.0714
chr10_26752655_26752932_MACS_peak_3078 0.9643 0.0179 0.0179
chr10_26760467_26760667_MACS_peak_3079 0.9464 0.0179 0.0357
chr10_26772203_26772620_MACS_peak_3080 0.5357 0.0893 0.3750
chr10_26772270_26772681_MACS_peak_1474 0.5536 0.0714 0.3750
chr10_27154793_27155010_MACS_peak_3083 0.5179 0.3750 0.1071
chr10_27863605_27863805_MACS_peak_3084 1.0000 0.0000 0.0000
chr10_28388174_28388374_MACS_peak_3090 0.9286 0.0536 0.0179
chr10_28513657_28513932_MACS_peak_1476 1.0000 0.0000 0.0000
chr10_28518328_28518688_MACS_peak_3092 0.8036 0.0536 0.1429
chr10_28567406_28567866_MACS_peak_1477 0.9821 0.0000 0.0179
chr10_28652199_28652399_MACS_peak_3093 0.9464 0.0357 0.0179
chr10_28668248_28668726_MACS_peak_1480 1.0000 0.0000 0.0000
chr10_29312957_29313689_MACS_peak_3094 0.5714 0.0536 0.3750
chr10_29313110_29313677_MACS_peak_1483 0.5893 0.0714 0.3393
chr10_29347259_29347459_MACS_peak_1484 1.0000 0.0000 0.0000
chr10_30200208_30200769_MACS_peak_3096 0.6786 0.0536 0.2679
chr10_30200365_30200734_MACS_peak_1488 0.6786 0.0893 0.2321
chr10_30512834_30513100_MACS_peak_3097 0.9464 0.0000 0.0536
chr10_30550245_30550504_MACS_peak_3099 0.9286 0.0714 0.0000
chr10_30600326_30600812_MACS_peak_1490 0.7857 0.0179 0.1964
chr10_30600376_30600822_MACS_peak_3101 0.7857 0.0179 0.1964
chr10_30618049_30618807_MACS_peak_3102 0.3393 0.1607 0.5000
chr10_30618099_30618679_MACS_peak_1491 0.3393 0.1786 0.4821
chr10_30655653_30655973_MACS_peak_3103 0.8929 0.0000 0.1071
chr10_30718913_30719238_MACS_peak_3106 0.8571 0.0357 0.1071
chr10_30719051_30719258_MACS_peak_1492 0.8571 0.0536 0.0893
chr10_30802616_30803398_MACS_peak_1493 0.5536 0.1250 0.3214
chr10_30802789_30803550_MACS_peak_3107 0.5536 0.1429 0.3036
chr10_30842726_30843129_MACS_peak_1495 0.9464 0.0000 0.0536
chr10_30842951_30843221_MACS_peak_3108 0.9464 0.0000 0.0536
chr10_30883141_30883341_MACS_peak_3109 0.9286 0.0179 0.0536
chr10_3113996_3114356_MACS_peak_1288 0.8750 0.1250 0.0000
chr10_3118053_3118314_MACS_peak_2749 0.8750 0.0536 0.0714
chr10_31552050_31552286_MACS_peak_3114 0.8929 0.0179 0.0893
chr10_3182618_3182883_MACS_peak_2751 0.9286 0.0179 0.0536
chr10_3236816_3237281_MACS_peak_2752 0.6607 0.0357 0.3036
chr10_3238497_3238710_MACS_peak_2753 0.6250 0.0357 0.3393
chr10_3336849_3337267_MACS_peak_2755 0.7500 0.0357 0.2143
chr10_3366725_3367123_MACS_peak_2756 0.8750 0.0714 0.0536
chr10_33950989_33951472_MACS_peak_3119 0.8393 0.0357 0.1250
chr10_33951077_33951421_MACS_peak_1498 0.8393 0.0714 0.0893
chr10_3395688_3396016_MACS_peak_2757 0.9107 0.0179 0.0714
chr10_33986955_33987155_MACS_peak_3120 0.9464 0.0000 0.0536
chr10_3407957_3408253_MACS_peak_2758 0.8929 0.0357 0.0714
chr10_34127454_34127801_MACS_peak_1500 0.9821 0.0179 0.0000
chr10_34172697_34173006_MACS_peak_3123 0.8393 0.0000 0.1607
chr10_34197449_34197649_MACS_peak_3124 0.9286 0.0357 0.0357
chr10_34198164_34198364_MACS_peak_3125 0.8393 0.1071 0.0536
chr10_34206943_34207143_MACS_peak_3126 0.9821 0.0000 0.0179
chr10_34281854_34282371_MACS_peak_3129 0.7679 0.0536 0.1786
chr10_34282031_34282390_MACS_peak_1502 0.7679 0.1250 0.1071
chr10_34297257_34297954_MACS_peak_1503 0.9107 0.0000 0.0893
chr10_34297380_34297643_MACS_peak_3130 0.9107 0.0000 0.0893
chr10_36912560_36912760_MACS_peak_3134 0.6607 0.2679 0.0714
chr10_36991834_36992034_MACS_peak_3136 0.9464 0.0357 0.0179
chr10_37136666_37137050_MACS_peak_3138 0.8393 0.0714 0.0893
chr10_37371551_37371792_MACS_peak_3140 0.9821 0.0000 0.0179
chr10_37390783_37390983_MACS_peak_3141 0.3214 0.4107 0.2679
chr10_37626099_37626337_MACS_peak_1510 1.0000 0.0000 0.0000
chr10_39133816_39134065_MACS_peak_1513 0.7321 0.1071 0.1607
chr10_39137777_39138115_MACS_peak_1514 1.0000 0.0000 0.0000
chr10_39154071_39154271_MACS_peak_3146 0.9107 0.0893 0.0000
chr10_39171298_39171508_MACS_peak_3148 0.7857 0.0714 0.1429
chr10_39241984_39242184_MACS_peak_3150 0.8929 0.0357 0.0714
chr10_39369488_39370051_MACS_peak_1517 0.5179 0.1429 0.3393
chr10_39520474_39520674_MACS_peak_1519 0.8036 0.1429 0.0536
chr10_39613188_39613388_MACS_peak_3154 0.9464 0.0000 0.0536
chr10_39654442_39654642_MACS_peak_3155 0.9821 0.0000 0.0179
chr10_3972969_3974104_MACS_peak_2762 0.2679 0.0893 0.6429
chr10_3972995_3973457_MACS_peak_1290 0.5357 0.1607 0.3036
chr10_39732736_39732953_MACS_peak_3159 0.8214 0.0893 0.0893
chr10_3973495_3974105_MACS_peak_1291 0.3393 0.1786 0.4821
chr10_39793394_39793619_MACS_peak_3162 0.8214 0.1071 0.0714
chr10_39820509_39820709_MACS_peak_3163 0.9286 0.0536 0.0179
chr10_39959804_39960459_MACS_peak_3165 0.6250 0.1250 0.2500
chr10_39959911_39960506_MACS_peak_1525 0.6607 0.0714 0.2679
chr10_39991175_39991411_MACS_peak_3167 0.9464 0.0000 0.0536
chr10_40024901_40025101_MACS_peak_3169 0.9643 0.0357 0.0000
chr10_40163470_40163670_MACS_peak_1527 1.0000 0.0000 0.0000
chr10_40165075_40165392_MACS_peak_3177 0.8214 0.0893 0.0893
chr10_40212549_40212757_MACS_peak_1528 0.8036 0.0000 0.1964
chr10_40246760_40246964_MACS_peak_1530 0.8571 0.1071 0.0357
chr10_40246831_40247275_MACS_peak_3182 0.7857 0.0179 0.1964
chr10_40247044_40247244_MACS_peak_1531 0.8214 0.0536 0.1250
chr10_40257696_40257924_MACS_peak_1532 0.8214 0.0893 0.0893
chr10_40276059_40276429_MACS_peak_3184 0.8393 0.0536 0.1071
chr10_40301387_40301805_MACS_peak_1534 0.5357 0.2857 0.1786
chr10_40301521_40301760_MACS_peak_3185 0.6250 0.2679 0.1071
chr10_40302170_40302603_MACS_peak_3186 0.5893 0.1607 0.2500
chr10_40302178_40302467_MACS_peak_1535 0.7321 0.0714 0.1964
chr10_40451601_40452364_MACS_peak_3189 0.4286 0.0536 0.5179
chr10_40476661_40477287_MACS_peak_3190 0.7857 0.0357 0.1786
chr10_40487011_40487251_MACS_peak_1537 1.0000 0.0000 0.0000
chr10_40497819_40498019_MACS_peak_3192 0.9464 0.0179 0.0357
chr10_40527621_40527946_MACS_peak_3193 0.7500 0.1071 0.1429
chr10_4059320_4059520_MACS_peak_2764 0.9643 0.0179 0.0179
chr10_40883067_40883602_MACS_peak_3194 0.6429 0.0893 0.2679
chr10_40883075_40883275_MACS_peak_1540 0.8036 0.1250 0.0714
chr10_40883383_40883660_MACS_peak_1541 0.7143 0.0893 0.1964
chr10_40883796_40884036_MACS_peak_3195 0.8393 0.1071 0.0536
chr10_4099944_4100426_MACS_peak_1292 0.9464 0.0179 0.0357
chr10_41039270_41039470_MACS_peak_1542 0.9821 0.0000 0.0179
chr10_41072221_41072421_MACS_peak_3198 0.9821 0.0000 0.0179
chr10_41228182_41228382_MACS_peak_3199 0.9464 0.0357 0.0179
chr10_41302776_41303240_MACS_peak_3200 0.7500 0.0536 0.1964
chr10_41303834_41304289_MACS_peak_3201 0.7321 0.0893 0.1786
chr10_41476233_41476552_MACS_peak_3204 0.7679 0.0536 0.1786
chr10_41476414_41476614_MACS_peak_1545 0.8750 0.0357 0.0893
chr10_41477427_41477771_MACS_peak_1546 0.8750 0.0536 0.0714
chr10_41490232_41490677_MACS_peak_1547 0.8393 0.0357 0.1250
chr10_41490337_41490742_MACS_peak_3205 0.8036 0.0893 0.1071
chr10_41518546_41519644_MACS_peak_3206 0.5179 0.0714 0.4107
chr10_41518642_41519368_MACS_peak_1549 0.5893 0.1786 0.2321
chr10_41519429_41519684_MACS_peak_1550 0.7857 0.0893 0.1250
chr10_4159545_4159745_MACS_peak_2765 0.9643 0.0000 0.0357
chr10_41595651_41596028_MACS_peak_1553 0.8929 0.0179 0.0893
chr10_41595707_41595961_MACS_peak_3207 0.8929 0.0357 0.0714
chr10_41604726_41605206_MACS_peak_3208 0.7679 0.0179 0.2143
chr10_41615643_41615912_MACS_peak_1554 1.0000 0.0000 0.0000
chr10_41678941_41679150_MACS_peak_1556 1.0000 0.0000 0.0000
chr10_41684635_41684835_MACS_peak_1558 1.0000 0.0000 0.0000
chr10_41685801_41686125_MACS_peak_3209 0.7321 0.0893 0.1786
chr10_41690017_41690365_MACS_peak_1559 0.9821 0.0000 0.0179
chr10_41809632_41810766_MACS_peak_3210 0.4107 0.0714 0.5179
chr10_41809948_41810624_MACS_peak_1561 0.5000 0.0714 0.4286
chr10_41888547_41888747_MACS_peak_1563 1.0000 0.0000 0.0000
chr10_41937165_41937443_MACS_peak_3214 0.8929 0.0357 0.0714
chr10_42031084_42031352_MACS_peak_1565 0.9464 0.0357 0.0179
chr10_42055756_42056224_MACS_peak_3215 0.6607 0.0536 0.2857
chr10_42055895_42056095_MACS_peak_1566 0.6786 0.0714 0.2500
chr10_42057366_42057620_MACS_peak_3216 0.7321 0.0179 0.2500
chr10_42089497_42089743_MACS_peak_1568 0.9643 0.0179 0.0179
chr10_42194941_42195213_MACS_peak_3221 0.9107 0.0000 0.0893
chr10_42232754_42232954_MACS_peak_3222 0.9821 0.0000 0.0179
chr10_42269293_42269670_MACS_peak_1569 0.8571 0.0357 0.1071
chr10_42269418_42269835_MACS_peak_3223 0.8393 0.0179 0.1429
chr10_42277648_42278273_MACS_peak_1571 0.6071 0.0714 0.3214
chr10_42277693_42278078_MACS_peak_3225 0.6607 0.0714 0.2679
chr10_42293928_42294205_MACS_peak_3226 0.8571 0.0179 0.1250
chr10_42464096_42464296_MACS_peak_3227 0.7321 0.1964 0.0714
chr10_42464098_42464298_MACS_peak_1572 0.7321 0.1964 0.0714
chr10_42478081_42478785_MACS_peak_1573 0.6607 0.0357 0.3036
chr10_42478226_42478857_MACS_peak_3228 0.6429 0.0357 0.3214
chr10_42591491_42591824_MACS_peak_3230 0.9107 0.0536 0.0357
chr10_4266508_4266978_MACS_peak_1293 0.9821 0.0179 0.0000
chr10_42672872_42673099_MACS_peak_1575 1.0000 0.0000 0.0000
chr10_42699051_42699485_MACS_peak_1577 0.9643 0.0357 0.0000
chr10_42721833_42722033_MACS_peak_3232 0.9286 0.0714 0.0000
chr10_42860737_42860937_MACS_peak_1580 0.9286 0.0179 0.0536
chr10_42897753_42898097_MACS_peak_1582 0.9464 0.0179 0.0357
chr10_42950714_42950914_MACS_peak_3237 0.9821 0.0000 0.0179
chr10_42994982_42995183_MACS_peak_3239 0.0714 0.1429 0.7857
chr10_43034658_43035279_MACS_peak_3240 0.7679 0.0179 0.2143
chr10_43061537_43061779_MACS_peak_3241 0.9643 0.0000 0.0357
chr10_43121126_43121326_MACS_peak_3242 0.9464 0.0179 0.0357
chr10_43221090_43221639_MACS_peak_3243 0.6429 0.1071 0.2500
chr10_43221094_43221592_MACS_peak_1586 0.6429 0.1071 0.2500
chr10_4334307_4334655_MACS_peak_2766 0.8036 0.0179 0.1786
chr10_43372476_43372676_MACS_peak_3244 0.9643 0.0000 0.0357
chr10_43479840_43480097_MACS_peak_1588 0.5357 0.1964 0.2679
chr10_43489613_43489945_MACS_peak_3248 0.8393 0.0714 0.0893
chr10_4355632_4355909_MACS_peak_1295 1.0000 0.0000 0.0000
chr10_4355966_4356309_MACS_peak_1296 1.0000 0.0000 0.0000
chr10_43579824_43580090_MACS_peak_1592 1.0000 0.0000 0.0000
chr10_43641127_43641545_MACS_peak_3250 0.8036 0.0179 0.1786
chr10_43706381_43706750_MACS_peak_1593 1.0000 0.0000 0.0000
chr10_43740216_43740564_MACS_peak_1594 1.0000 0.0000 0.0000
chr10_43901275_43901913_MACS_peak_3256 0.7679 0.0357 0.1964
chr10_43901482_43901946_MACS_peak_1595 0.7857 0.0536 0.1607
chr10_43928687_43928887_MACS_peak_3257 0.9821 0.0000 0.0179
chr10_43943659_43944129_MACS_peak_3258 0.8929 0.0000 0.1071
chr10_44003567_44004112_MACS_peak_1596 0.9107 0.0714 0.0179
chr10_44268249_44268844_MACS_peak_3260 0.4821 0.1071 0.4107
chr10_44268264_44268568_MACS_peak_1597 0.5714 0.1429 0.2857
chr10_44380841_44381105_MACS_peak_1598 1.0000 0.0000 0.0000
chr10_44529429_44529693_MACS_peak_3264 0.8750 0.0000 0.1250
chr10_44529436_44529720_MACS_peak_1603 0.8750 0.0000 0.1250
chr10_44607396_44607646_MACS_peak_3265 0.8571 0.0179 0.1250
chr10_44636931_44637149_MACS_peak_3268 0.9107 0.0536 0.0357
chr10_44676556_44676831_MACS_peak_3269 0.9286 0.0000 0.0714
chr10_44686818_44687018_MACS_peak_3270 0.9464 0.0000 0.0536
chr10_45077141_45077371_MACS_peak_3273 0.9464 0.0179 0.0357
chr10_45821230_45821636_MACS_peak_3278 0.8571 0.0714 0.0714
chr10_46012103_46012304_MACS_peak_3279 0.9464 0.0179 0.0357
chr10_4612003_4612648_MACS_peak_1300 0.9107 0.0179 0.0714
chr10_4632391_4632591_MACS_peak_1301 1.0000 0.0000 0.0000
chr10_4632710_4632910_MACS_peak_1302 0.9643 0.0357 0.0000
chr10_4781284_4781525_MACS_peak_2774 0.9821 0.0000 0.0179
chr10_50044011_50044211_MACS_peak_1608 1.0000 0.0000 0.0000
chr10_50868346_50868546_MACS_peak_3287 0.8750 0.0000 0.1250
chr10_51432908_51433232_MACS_peak_3288 0.9286 0.0000 0.0714
chr10_51454067_51454332_MACS_peak_3290 0.8393 0.0714 0.0893
chr10_51553380_51553773_MACS_peak_3296 0.8214 0.0893 0.0893
chr10_5161676_5161942_MACS_peak_2776 0.9464 0.0000 0.0536
chr10_52300647_52300863_MACS_peak_3299 0.7500 0.2143 0.0357
chr10_52417333_52418061_MACS_peak_3301 0.5536 0.0536 0.3929
chr10_52417359_52417738_MACS_peak_1612 0.6250 0.1429 0.2321
chr10_5310116_5310316_MACS_peak_1304 1.0000 0.0000 0.0000
chr10_53348468_53348685_MACS_peak_1613 0.9464 0.0179 0.0357
chr10_53629415_53629673_MACS_peak_1616 0.6964 0.0893 0.2143
chr10_53630030_53630278_MACS_peak_1617 0.6071 0.0893 0.3036
chr10_53635713_53635913_MACS_peak_3308 0.9286 0.0000 0.0714
chr10_53750913_53751130_MACS_peak_3309 0.9643 0.0357 0.0000
chr10_53751057_53751428_MACS_peak_1618 0.9643 0.0357 0.0000
chr10_5384129_5384737_MACS_peak_1305 1.0000 0.0000 0.0000
chr10_53888148_53888348_MACS_peak_3311 0.9643 0.0179 0.0179
chr10_53941759_53941959_MACS_peak_3314 0.9286 0.0179 0.0536
chr10_54040569_54040829_MACS_peak_1619 1.0000 0.0000 0.0000
chr10_54047991_54048226_MACS_peak_1620 1.0000 0.0000 0.0000
chr10_54073973_54074271_MACS_peak_1621 0.9643 0.0000 0.0357
chr10_54075140_54076099_MACS_peak_3315 0.5000 0.0714 0.4286
chr10_54075517_54076062_MACS_peak_1622 0.5000 0.1071 0.3929
chr10_54117968_54118231_MACS_peak_1623 0.6071 0.2143 0.1786
chr10_54384170_54384370_MACS_peak_1624 1.0000 0.0000 0.0000
chr10_55208032_55208232_MACS_peak_3319 0.9821 0.0000 0.0179
chr10_5550731_5550938_MACS_peak_1306 1.0000 0.0000 0.0000
chr10_55564965_55565402_MACS_peak_3320 0.8393 0.0357 0.1250
chr10_5593471_5593761_MACS_peak_2777 0.9107 0.0179 0.0714
chr10_56115263_56115568_MACS_peak_1625 0.9821 0.0179 0.0000
chr10_56228620_56229134_MACS_peak_1626 0.8929 0.0000 0.1071
chr10_56228710_56228973_MACS_peak_3322 0.8929 0.0357 0.0714
chr10_56944800_56945214_MACS_peak_3325 0.8929 0.0357 0.0714
chr10_57486770_57487057_MACS_peak_3328 0.7857 0.0893 0.1250
chr10_57531823_57532699_MACS_peak_3329 0.6786 0.0179 0.3036
chr10_57532068_57532641_MACS_peak_1630 0.6786 0.1071 0.2143
chr10_57643516_57643716_MACS_peak_3330 0.9821 0.0000 0.0179
chr10_5805139_5805339_MACS_peak_2779 0.8750 0.0357 0.0893
chr10_5805317_5805869_MACS_peak_1307 0.5536 0.1250 0.3214
chr10_5805922_5806155_MACS_peak_1308 0.5179 0.1607 0.3214
chr10_5823777_5824628_MACS_peak_1309 0.1964 0.0179 0.7857
chr10_5823814_5824643_MACS_peak_2782 0.1964 0.0179 0.7857
chr10_58255174_58255699_MACS_peak_3332 0.6250 0.0357 0.3393
chr10_58255336_58255769_MACS_peak_1631 0.6250 0.0536 0.3214
chr10_58323044_58323690_MACS_peak_1632 0.3393 0.1071 0.5536
chr10_58350557_58351110_MACS_peak_1633 0.9643 0.0000 0.0357
chr10_58351851_58352083_MACS_peak_3335 0.8393 0.0179 0.1429
